entry_id,transaction_id,kind,created_at_utc,account,asset,amount
1,deposit:initial-paper-capital,SIMULATED_DEPOSIT,2026-09-17T22:01:20.697269+00:00,cash,SIM_USD,1000
2,deposit:initial-paper-capital,SIMULATED_DEPOSIT,2026-09-17T22:01:20.697269+00:00,contributed_capital,SIM_USD,-1000
